#Organism group,Host,Source type,Create date,Location,Food origin,Collection date
"Salmonella enterica","ovine","animal","2018-06-23T05:03:30Z","USA:TX",,"2015"
"Salmonella enterica","ovine","animal","2018-06-23T05:03:31Z","USA:TX",,"2018"
"Salmonella enterica","ovine","animal","2018-07-09T06:01:33Z","USA:TX",,"2015"
"Salmonella enterica","ovine","animal","2018-07-09T06:01:43Z","USA:TX",,"2018"
"Salmonella enterica","ovine","animal","2018-07-09T16:01:15Z","USA:NM",,"2014-04"
"Salmonella enterica","ovine","animal","2018-07-09T16:01:16Z","USA:TX",,"2014-04"
"Salmonella enterica","ovine","animal","2018-07-09T16:01:16Z","USA:NM",,"2014-04"
"Salmonella enterica","ovine","animal","2018-07-09T16:01:17Z","Australia",,"2017-01"
"Salmonella enterica","ovine","animal","2018-07-09T16:01:18Z","USA:NM",,"2014-04"
"Salmonella enterica","ovine","animal","2018-07-09T16:01:21Z","USA:TX",,"2016-02"
"Salmonella enterica","ovine","animal","2018-07-09T16:01:23Z","USA:NM",,"2014-04"
"Salmonella enterica","ovine","animal","2018-07-24T19:44:38Z","USA:TX",,"2018"
"Salmonella enterica","ovine","animal","2018-07-24T19:44:38Z","USA:TX",,"2017-01"
"Salmonella enterica","ovine","animal","2018-07-24T19:44:39Z","USA:TX",,"2017-01"
"Salmonella enterica","ovine","animal","2018-07-24T19:44:39Z","USA:TX",,"2017-01"
"Salmonella enterica","ovine","animal","2018-07-24T19:44:39Z","USA:TX",,"2018"
"Salmonella enterica","ovine","animal","2018-07-24T19:44:39Z","USA:TX",,"2017-01"
"Salmonella enterica","ovine","animal","2018-07-24T19:44:40Z","USA:TX",,"2017-01"
"Salmonella enterica","ovine","animal","2018-08-03T23:04:54Z","USA:TX",,"2017-01"
"Salmonella enterica","ovine","animal","2018-08-03T23:04:54Z","USA:TX",,"2017-01"
"Salmonella enterica","ovine","animal","2018-10-29T22:02:53Z","USA:TX",,"2017"
"Salmonella enterica","ovine","animal","2018-10-29T19:54:20Z","USA:TX",,"2017"
"Salmonella enterica","ovine","animal","2018-12-13T16:46:13Z","USA:TX",,"2017-01"
"Salmonella enterica","ovine","animal","2019-06-03T21:49:45Z","USA","USA:AZ","2018-11"
"Salmonella enterica","ovine","animal","2019-06-03T21:49:47Z","USA","USA:AZ","2018-11"
"Salmonella enterica","ovine","animal","2019-06-03T23:49:23Z","USA","USA:AZ","2018-11"
"Salmonella enterica","ovine","animal","2019-06-03T23:49:23Z","USA","USA:AZ","2018-11"
"Salmonella enterica","ovine","animal","2019-06-03T23:49:23Z","USA","USA:AZ","2018-11"
"Salmonella enterica","ovine","animal","2019-06-03T23:49:23Z","USA","USA:AZ","2018-11"
"Salmonella enterica","ovine","animal","2019-06-03T23:49:23Z","USA","USA:AZ","2018-11"
"Salmonella enterica","ovine","animal","2019-06-03T23:49:23Z","USA","USA:AZ","2018-11"
"Salmonella enterica","ovine","animal","2019-06-03T23:49:24Z","USA","USA:AZ","2018-11"
"Salmonella enterica","ovine","animal","2019-06-03T23:49:24Z","USA","USA:AZ","2018-11"
"Salmonella enterica","ovine","animal","2019-06-03T23:49:24Z","USA","USA:AZ","2018-11"
"Salmonella enterica","ovine","animal","2019-06-03T23:49:24Z","USA","USA:AZ","2018-11"
"Salmonella enterica","ovine","animal","2019-06-04T16:54:16Z","USA","USA:AZ","2018-11"
"Salmonella enterica","ovine","animal","2019-06-04T16:54:18Z","USA","USA:AZ","2018-11"
"Salmonella enterica","ovine","animal","2019-06-04T16:54:19Z","USA","USA:AZ","2018-11"
"Salmonella enterica","ovine","animal","2019-06-04T16:54:21Z","USA","USA:AZ","2018-11"
"Salmonella enterica","ovine","animal","2019-06-04T16:54:22Z","USA","USA:AZ","2018-11"
"Salmonella enterica","ovine","animal","2019-06-04T16:54:26Z","USA","USA:AZ","2018-11"
"Salmonella enterica","ovine","animal","2019-06-04T18:53:00Z","USA","USA:AZ","2018-11"
"Salmonella enterica","ovine","animal","2019-06-04T18:53:00Z","USA","USA:AZ","2018-11"
"Salmonella enterica","ovine","animal","2019-06-04T18:53:00Z","USA","USA:AZ","2018-11"
"Salmonella enterica","ovine","animal","2019-06-04T18:53:00Z","USA","USA:AZ","2018-11"
"Salmonella enterica","ovine","animal","2019-06-04T18:53:00Z","USA","USA:AZ","2018-11"
"Salmonella enterica","ovine","animal","2019-06-04T18:53:01Z","USA","USA:AZ","2018-11"
"Salmonella enterica","ovine","animal","2019-06-04T18:53:01Z","USA","USA:AZ","2018-11"
"Salmonella enterica","ovine","animal","2019-06-04T18:53:03Z","USA","USA:AZ","2018-11"
"Salmonella enterica","ovine","animal","2019-06-04T18:53:04Z","USA","USA:AZ","2018-11"
"Salmonella enterica","ovine","animal","2019-06-04T18:53:06Z","USA","USA:AZ","2018-11"
"Salmonella enterica","ovine","animal","2019-06-04T18:53:07Z","USA","USA:AZ","2018-11"
"Salmonella enterica","ovine","animal","2019-06-04T20:01:39Z","USA","USA:AZ","2018-11"
"Salmonella enterica","ovine","animal","2019-06-04T20:01:40Z","USA","USA:AZ","2018-11"
"Salmonella enterica","ovine","animal","2019-06-04T20:01:40Z","USA","USA:AZ","2018-11"
"Salmonella enterica","ovine","animal","2019-06-04T21:53:59Z","USA","USA:AZ","2018-11"
"Salmonella enterica","ovine","animal","2019-06-14T00:51:32Z","USA:NC",,"2019-04-11"
"Salmonella enterica","ovine","animal","2019-06-14T00:51:33Z","USA:NC",,"2019-04-11"
"Salmonella enterica","ovine","animal","2019-06-14T00:51:34Z","USA:NC",,"2019-04-11"
"Salmonella enterica","ovine","animal","2019-06-14T00:51:36Z","USA:NC",,"2019-04-11"
"Salmonella enterica","goat",,"2019-07-09T20:35:26Z","Australia",,"2002-02-27"
"Salmonella enterica","goat",,"2019-07-09T20:35:27Z","Australia",,"2001-12-13"
"Salmonella enterica","sheep",,"2019-08-13T05:03:28Z","Australia",,"2007-02-27"
"Salmonella enterica","goat",,"2019-08-13T05:03:49Z","Australia",,"2002-02-26"
"Salmonella enterica","goat",,"2019-08-13T05:03:58Z","Australia",,"2001-11-20"
"Salmonella enterica","goat",,"2019-08-13T05:03:56Z","Australia",,"2001-11-19"
"Salmonella enterica","goat",,"2019-08-13T05:04:02Z","Australia",,"2001-11-19"
"Salmonella enterica","sheep",,"2019-10-22T03:16:13Z","Australia",,"2006-11-21"
"Salmonella enterica","goat",,"2019-10-22T03:21:25Z","Australia",,"2002-02-26"
"Salmonella enterica","ovine","animal","2019-11-28T13:27:46Z","USA:NC",,"2019-03-18"
"Salmonella enterica","ovine","animal","2020-02-25T19:14:13Z","USA:NC",,"2019-10-17"
"Salmonella enterica","ovine","animal","2020-02-25T19:14:15Z","USA:NC",,"2019-10-17"
"Salmonella enterica","ovine","animal","2020-02-25T19:14:20Z","USA:NC",,"2019-10-17"
"Salmonella enterica","ovine","animal","2020-02-25T19:14:21Z","USA:NC",,"2019-10-17"
"Salmonella enterica","ovine","animal","2020-02-25T19:14:32Z","USA:NC",,"2020-01-16"
"Salmonella enterica","ovine","animal","2020-02-25T19:14:39Z","USA:NC",,"2020-01-16"
"Salmonella enterica","ovine","animal","2020-02-25T19:14:40Z","USA:NC",,"2020-01-16"
"Salmonella enterica","ovine","animal","2020-02-25T19:14:47Z","USA:NC",,"2020-01-16"
"Salmonella enterica","ovine","animal","2020-02-25T19:14:49Z","USA:NC",,"2020-01-16"
"Salmonella enterica","ovine","animal","2020-02-25T19:15:11Z","USA:NC",,"2019-12-12"
"Salmonella enterica","Ovine",,"2020-03-06T01:12:20Z","USA:CA","USA:CA","2020"
"Salmonella enterica","Ovine",,"2020-03-06T22:12:07Z","USA:NJ","USA:NJ","2020"
"Salmonella enterica","Ovine",,"2020-03-06T22:12:07Z","USA:IL","USA:IL","2020"
"Salmonella enterica","Ovine",,"2020-03-19T13:52:21Z","USA:WV","USA:WV","2020"
"Salmonella enterica","Ovine",,"2020-03-19T13:52:25Z","USA:IL","USA:IL","2020"
"Salmonella enterica","Ovine",,"2020-03-19T13:52:26Z","USA:IN","USA:IN","2020"
"Salmonella enterica","Ovine",,"2020-03-23T22:16:59Z","USA:NY","USA:NY","2020"
"Salmonella enterica","Ovine",,"2020-04-02T21:10:44Z","USA:NJ","USA:NJ","2020"
"Salmonella enterica","Ovine",,"2020-04-02T21:10:46Z","USA:MI","USA:MI","2020"
"Salmonella enterica","Ovine",,"2020-04-20T20:18:18Z","USA:OR","USA:OR","2020"
"Salmonella enterica","Ovine",,"2020-04-22T02:12:35Z","USA:MD","USA:MD","2020"
"Salmonella enterica","Ovine",,"2020-04-22T02:12:37Z","USA:NJ","USA:NJ","2020"
"Salmonella enterica","goat",,"2020-04-29T03:30:13Z","Australia",,"2001-11-19"
"Salmonella enterica","goat",,"2020-04-29T03:31:07Z","Australia",,"2001-11-19"
"Salmonella enterica","goat",,"2020-04-29T03:31:24Z","Australia",,"2002-06-20"
"Salmonella enterica","goat",,"2020-04-29T03:32:08Z","Australia",,"2001-12-12"
"Salmonella enterica","goat",,"2020-04-29T03:33:45Z","Australia",,"2001-12-13"
"Salmonella enterica","goat",,"2020-04-29T03:33:54Z","Australia",,"2001-12-12"
"Salmonella enterica","goat",,"2020-04-29T03:35:27Z","Australia",,"2002-11-20"
"Salmonella enterica","sheep",,"2020-04-29T03:42:08Z","Australia",,"2007-02-27"
"Salmonella enterica","goat",,"2020-04-29T03:42:32Z","Australia",,"2001-11-20"
"Salmonella enterica","sheep",,"2020-04-29T03:44:07Z","Australia",,"2007-02-27"
"Salmonella enterica","goat",,"2020-04-29T03:45:12Z","Australia",,"2001-11-19"
"Salmonella enterica","goat",,"2020-04-29T03:45:31Z","Australia",,"2003-07-01"
"Salmonella enterica","Ovine",,"2020-06-17T21:13:54Z","USA:MD","USA:MD","2020"
"Salmonella enterica","Ovine",,"2020-07-31T21:19:59Z","USA:PA","USA:PA","2020"
"Salmonella enterica","Ovine",,"2020-07-31T23:17:59Z","USA:NM","USA:NM","2020"
"Salmonella enterica","Ovine",,"2020-08-04T03:16:16Z","USA:PA","USA:PA","2020"
"Salmonella enterica","Ovine",,"2020-08-04T03:16:17Z","USA:PA","USA:PA","2020"
"Salmonella enterica","Ovine",,"2020-08-19T00:19:10Z","USA:NY","USA:NY","2020"
"Salmonella enterica","Ovine",,"2020-08-21T01:14:52Z","USA:NY","USA:NY","2020"
"Salmonella enterica","Ovine",,"2020-08-21T22:16:02Z","USA:IN","USA:IN","2020"
"Salmonella enterica","Ovine",,"2020-09-02T22:23:19Z","USA:NJ","USA:NJ","2020"
"Salmonella enterica","Ovine",,"2020-09-15T23:27:22Z","USA:IL","USA:IL","2020"
"Salmonella enterica","Ovine",,"2020-09-15T23:27:25Z","USA:PA","USA:PA","2020"
"Salmonella enterica","Ovine",,"2020-09-23T22:20:08Z","USA:WV","USA:WV","2020"
"Salmonella enterica","Ovine",,"2020-09-25T04:22:08Z","USA:IN","USA:IN","2020"
"Salmonella enterica","Ovine",,"2020-09-25T04:22:17Z","USA:PA","USA:PA","2020"
"Salmonella enterica","Ovine",,"2020-09-25T05:23:37Z","USA:PA","USA:PA","2020"
"Salmonella enterica","Ovine",,"2020-09-27T06:27:38Z","USA:NC","USA:NC","2020"
"Salmonella enterica","Ovine",,"2020-09-28T20:29:16Z","USA:IN","USA:IN","2020"
"Salmonella enterica","Ovine",,"2020-09-29T02:30:24Z","USA:NJ","USA:NJ","2020"
"Salmonella enterica","Ovine",,"2020-09-30T21:29:11Z","USA:MI","USA:MI","2020"
"Salmonella enterica","Ovine",,"2020-10-23T18:29:14Z","USA:CA","USA:CA","2020"
"Salmonella enterica","Ovine",,"2020-10-30T05:28:35Z","USA:CA","USA:CA","2020"
"Salmonella enterica","Ovine",,"2020-10-30T06:27:34Z","USA:NY","USA:NY","2020"
"Salmonella enterica","Ovine",,"2020-10-30T06:27:38Z","USA:PA","USA:PA","2020"
"Salmonella enterica","Ovine",,"2020-10-30T21:27:39Z","USA:MD","USA:MD","2020"
"Salmonella enterica","Ovine",,"2020-11-03T21:26:03Z","USA:NJ","USA:NJ","2020"
"Salmonella enterica","Ovine",,"2020-11-10T19:24:29Z","USA:NC","USA:NC","2020"
"Salmonella enterica","Ovine",,"2020-12-04T19:18:56Z","USA:NJ","USA:NJ","2020"
"Salmonella enterica","Ovine",,"2020-12-11T07:25:27Z","USA:IN","USA:IN","2020"
"Salmonella enterica","Ovine",,"2020-12-11T07:25:28Z","USA:FL","USA:FL","2020"
"Salmonella enterica","Ovine",,"2020-12-15T01:20:37Z","USA:CA","USA:CA","2020"
"Salmonella enterica","Ovine",,"2020-12-15T01:20:42Z","USA:NC","USA:NC","2020"
"Salmonella enterica","Ovine",,"2020-12-23T20:25:26Z","USA:PA","USA:PA","2020"
"Salmonella enterica","Ovine",,"2020-12-23T20:25:26Z","USA:IN","USA:IN","2020"
"Salmonella enterica","Ovine",,"2020-12-23T20:25:30Z","USA:NJ","USA:NJ","2020"
"Salmonella enterica","Ovine",,"2020-12-23T20:25:37Z","USA:FL","USA:FL","2020"
"Salmonella enterica","Ovine",,"2021-01-12T22:29:48Z","USA:MI","USA:MI","2020"
"Salmonella enterica","Ovine",,"2021-01-12T22:30:18Z","USA:IN","USA:IN","2020"
"Salmonella enterica","Ovine",,"2021-02-01T05:23:59Z","USA:TN","USA:TN","2020"
"Salmonella enterica","Ovine",,"2021-02-01T23:26:50Z","USA:TN","USA:TN","2020"
"Salmonella enterica","Ovine",,"2021-02-19T21:33:08Z","USA:CA","USA:CA","2021"
"Salmonella enterica","Ovine",,"2021-02-19T21:33:09Z","USA:CO","USA:CO","2021"
"Salmonella enterica","Ovine",,"2021-02-22T21:26:35Z","USA:NJ","USA:NJ","2021"
"Salmonella enterica","Ovine",,"2021-03-04T18:46:03Z","USA:PA","USA:PA","2020"
"Salmonella enterica","Ovine",,"2021-03-04T19:26:42Z","USA:PA","USA:PA","2020"
"Salmonella enterica","Ovine",,"2021-03-11T22:26:10Z","USA:PA","USA:PA","2021"
"Salmonella enterica","Ovine",,"2021-03-23T23:22:00Z","USA:MD","USA:MD","2021"
"Salmonella enterica","Ovine",,"2021-03-23T23:22:03Z","USA:IN","USA:IN","2021"
"Salmonella enterica","Ovine",,"2021-03-23T23:22:04Z","USA:WA","USA:WA","2021"
"Salmonella enterica","Ovine",,"2021-03-24T00:21:01Z","USA:NJ","USA:NJ","2021"
"Salmonella enterica","Ovine",,"2021-03-24T00:21:03Z","USA:VT","USA:VT","2021"
"Salmonella enterica","Ovine",,"2021-03-24T01:20:31Z","USA:IN","USA:IN","2021"
"Salmonella enterica","Ovine",,"2021-03-24T01:20:32Z","USA:PA","USA:PA","2021"
"Salmonella enterica","Ovine",,"2021-04-17T02:25:31Z","USA:NM","USA:NM","2021"
"Salmonella enterica","Ovine",,"2021-04-17T02:25:33Z","USA:NM","USA:NM","2021"
"Salmonella enterica","Ovine",,"2021-04-17T02:25:35Z","USA:NC","USA:NC","2021"
"Salmonella enterica","Ovine",,"2021-04-21T00:21:36Z","USA:NY","USA:NY","2021"
"Salmonella enterica","Ovine",,"2021-04-21T00:21:37Z","USA:PA","USA:PA","2021"
"Salmonella enterica","Ovine",,"2021-05-13T10:28:03Z","USA:ME","USA:ME","2021"
"Salmonella enterica","Ovine",,"2021-05-21T03:29:15Z","USA:WA","USA:WA","2021"
"Salmonella enterica","ovine","animal","2021-06-03T02:29:18Z","USA: NC",,"2019-10-17"
"Salmonella enterica","ovine","animal","2021-06-03T02:29:18Z","USA: NC",,"2019-09-19"
"Salmonella enterica","ovine","animal","2021-06-03T02:29:20Z","USA: NC",,"2020-02-20"
"Salmonella enterica","ovine","animal","2021-06-03T02:29:21Z","USA: NC",,"2019-07-11"
"Salmonella enterica","ovine","animal","2021-06-03T02:29:21Z","USA: NC",,"2020-01-16"
"Salmonella enterica","ovine","animal","2021-06-03T02:29:22Z","USA: NC",,"2020-01-16"
"Salmonella enterica","Ovine",,"2021-06-05T03:30:06Z","USA:NM","USA:NM","2021"
"Salmonella enterica","Ovine",,"2021-06-05T03:30:07Z","USA:IL","USA:IL","2021"
"Salmonella enterica","Ovine",,"2021-06-05T03:30:13Z","USA:MI","USA:MI","2021"
"Salmonella enterica","Ovine",,"2021-06-16T04:27:46Z","USA:PA","USA:PA","2021"
"Salmonella enterica","Ovine",,"2021-06-22T21:21:52Z","USA:KY","USA:KY","2021"
"Salmonella enterica","Ovine",,"2021-07-07T23:31:03Z","USA:NJ","USA:NJ","2021"
"Salmonella enterica","Ovine",,"2021-07-07T23:31:11Z","USA:MD","USA:MD","2021"
"Salmonella enterica","Ovine",,"2021-07-14T21:26:59Z","USA:NJ","USA:NJ","2021"
"Salmonella enterica","Ovine",,"2021-07-17T01:33:14Z","USA:VT","USA:VT","2021"
"Salmonella enterica","Ovine",,"2021-07-20T23:27:26Z","USA:CA","USA:CA","2021"
"Salmonella enterica","Ovine",,"2021-08-02T14:47:37Z","USA:NJ","USA:NJ","2021"
"Salmonella enterica","Ovine",,"2021-08-02T14:47:38Z","USA:NJ","USA:NJ","2021"
"Salmonella enterica","Ovine",,"2021-08-18T04:24:18Z","USA:NY","USA:NY","2021"
"Salmonella enterica","Ovine",,"2021-08-26T02:34:21Z","USA:PA","USA:PA","2021"
"Salmonella enterica","Ovine",,"2021-08-30T23:41:20Z","USA:NY","USA:NY","2021"
"Salmonella enterica","Ovine",,"2021-09-08T05:31:10Z","USA:CA","USA:CA","2021"
"Salmonella enterica","Ovine",,"2021-09-18T02:34:15Z","USA:KY","USA:KY","2021"
"Salmonella enterica","Ovine",,"2021-09-25T02:29:41Z","USA:NY","USA:NY","2021"
"Salmonella enterica","Ovine",,"2021-10-02T21:27:47Z","USA:PA","USA:PA","2021"
"Salmonella enterica","Ovine",,"2021-10-13T19:32:11Z","USA:CO","USA:CO","2021"
"Salmonella enterica","Ovine",,"2021-10-27T07:33:07Z","USA:MI","USA:MI","2021"
"Salmonella enterica","Ovine",,"2021-10-27T19:28:45Z","USA:KY","USA:KY","2021"
"Salmonella enterica","Ovine",,"2021-10-30T00:29:25Z","USA:NJ","USA:NJ","2021"
"Salmonella enterica","Ovine",,"2021-11-01T22:31:44Z","USA:NY","USA:NY","2021"
"Salmonella enterica","Ovine",,"2021-11-04T12:28:16Z","USA:NJ","USA:NJ","2021"
"Salmonella enterica","Ovine",,"2021-11-09T05:28:34Z","USA:NC","USA:NC","2021"
"Salmonella enterica","Ovine",,"2021-11-13T03:33:52Z","USA:MI","USA:MI","2021"
"Salmonella enterica","Ovine",,"2021-11-19T22:31:23Z","USA:NJ","USA:NJ","2021"
"Salmonella enterica","Ovine",,"2021-11-23T20:32:28Z","USA:NJ","USA:NJ","2021"
"Salmonella enterica","Ovine",,"2021-11-24T06:29:58Z","USA:MO","USA:MO","2021"
"Salmonella enterica","Ovine",,"2021-11-29T19:35:07Z","USA:NJ","USA:NJ","2021"
"Salmonella enterica","Ovine",,"2021-11-29T19:35:10Z","USA:PA","USA:PA","2021"
"Salmonella enterica","Ovine",,"2021-11-29T20:33:42Z","USA:NY","USA:NY","2021"
"Salmonella enterica","Ovine",,"2021-11-29T23:33:00Z","USA:PA","USA:PA","2021"
"Salmonella enterica","ovine","animal","2021-12-06T22:49:15Z","USA:MI",,"2021-08-13"
"Salmonella enterica","Ovine",,"2021-12-14T22:49:40Z","USA:OR","USA:OR","2021"
"Salmonella enterica","Ovine",,"2021-12-14T22:49:40Z","USA:IN","USA:IN","2021"
"Salmonella enterica","Ovine",,"2021-12-22T09:36:37Z","USA:WI","USA:WI","2021"
"Salmonella enterica","Ovine",,"2021-12-28T19:40:44Z","USA:WA","USA:WA","2021"
"Salmonella enterica","Ovine",,"2021-12-28T20:31:57Z","USA:NJ","USA:NJ","2021"
"Salmonella enterica","Ovine",,"2022-01-10T20:32:44Z","USA:IN","USA:IN","2021"
"Salmonella enterica","Ovine",,"2022-01-12T00:32:51Z","USA:KY","USA:KY","2021"
"Salmonella enterica","Ovine",,"2022-01-12T01:32:45Z","USA:IN","USA:IN","2021"
"Salmonella enterica","Ovine",,"2022-01-12T01:32:48Z","USA:PA","USA:PA","2021"
"Salmonella enterica","Ovine",,"2022-01-19T02:37:11Z","USA:IN","USA:IN","2021"
"Salmonella enterica","Ovine",,"2022-01-27T22:32:09Z","USA:MA","USA:MA","2022"
"Salmonella enterica","Ovine",,"2022-01-28T20:03:09Z","USA:CO","USA:CO","2022"
"Salmonella enterica","Ovine",,"2022-01-28T20:03:09Z","USA:NJ","USA:NJ","2022"
"Salmonella enterica","Ovine",,"2022-01-31T22:40:37Z","USA:NJ","USA:NJ","2022"
"Salmonella enterica","Ovine",,"2022-02-02T04:34:39Z","USA:NJ","USA:NJ","2022"
"Salmonella enterica","Ovine",,"2022-02-02T04:34:40Z","USA:MA","USA:MA","2022"
"Salmonella enterica","Ovine",,"2022-02-07T20:29:45Z","USA:NC","USA:NC","2022"
"Salmonella enterica","Ovine",,"2022-02-14T22:34:30Z","USA:KY","USA:KY","2022"
"Salmonella enterica","Ovine",,"2022-03-14T22:37:27Z","USA:NM","USA:NM","2022"
"Salmonella enterica","Ovine",,"2022-03-15T07:34:59Z","USA:PA","USA:PA","2022"
"Salmonella enterica","Ovine",,"2022-03-18T01:33:57Z","USA:IN","USA:IN","2022"
"Salmonella enterica","Ovine",,"2022-03-18T01:33:58Z","USA:OH","USA:OH","2022"
"Salmonella enterica","Ovine",,"2022-03-21T09:44:01Z","USA:IL","USA:IL","2022"
"Salmonella enterica","Ovine",,"2022-03-22T23:36:53Z","USA:NJ","USA:NJ","2022"
"Salmonella enterica","Ovine",,"2022-03-30T14:54:39Z","USA:OR","USA:OR","2022"
"Salmonella enterica","Ovine",,"2022-04-09T06:34:58Z","USA:NJ","USA:NJ","2022"
"Salmonella enterica","Ovine",,"2022-04-09T08:32:26Z","USA:MI","USA:MI","2022"
"Salmonella enterica","Ovine",,"2022-04-09T08:32:29Z","USA:MI","USA:MI","2022"
"Salmonella enterica","Ovine",,"2022-04-11T22:53:25Z","USA:WA","USA:WA","2022"
