#Organism group,Host,Source type,Create date,Location,Food origin,Collection date
"Salmonella enterica","Sus scrofa",,"2015-12-12T13:21:08Z","USA:OK",,"2001"
"Salmonella enterica","Sus scrofa",,"2015-12-12T16:20:59Z","USA:AL",,"2002"
"Salmonella enterica","Sus scrofa",,"2015-12-12T15:21:44Z","USA:MN",,"2002"
"Salmonella enterica","Sus scrofa",,"2015-12-12T14:21:14Z","USA",,"1998"
"Salmonella enterica","Sus scrofa",,"2015-12-12T15:21:44Z","USA",,"1999"
"Salmonella enterica","Sus scrofa",,"2015-12-12T16:20:59Z","USA",,"1999"
"Salmonella enterica","Sus scrofa",,"2015-12-12T05:21:29Z","USA",,"1999"
"Salmonella enterica","Sus scrofa",,"2015-12-12T16:21:00Z","USA:KS",,"1998"
"Salmonella enterica","porcine","animal","2015-02-11T15:09:14Z","USA:MN",,"2009-07-30"
"Salmonella enterica","porcine","animal","2015-02-11T16:10:26Z","USA:MN",,"2010-08-31"
"Salmonella enterica","porcine","animal","2015-02-11T15:09:16Z","USA:MN",,"2009-03-17"
"Salmonella enterica","porcine","animal","2015-02-11T15:09:17Z","USA:MN",,"2009-04-16"
"Salmonella enterica","porcine","animal","2015-02-11T15:09:15Z","USA:MN",,"2009-04-17"
"Salmonella enterica","porcine","animal","2015-02-11T15:09:16Z","USA:MN",,"2009-05-15"
"Salmonella enterica","porcine","animal","2015-02-11T15:09:15Z","USA:MN",,"2009-06-23"
"Salmonella enterica","porcine","animal","2015-02-11T15:09:16Z","USA:MN",,"2009-09-24"
"Salmonella enterica","porcine","animal","2015-02-11T15:09:18Z","USA:MN",,"2009-10-22"
"Salmonella enterica","porcine","animal","2015-02-11T15:09:16Z","USA:MN",,"2010-01-06"
"Salmonella enterica","porcine","animal","2015-02-11T15:09:18Z","USA:MN",,"2010-01-22"
"Salmonella enterica","porcine","animal","2015-02-11T15:09:18Z","USA:MN",,"2010-05-07"
"Salmonella enterica","porcine","animal","2015-02-11T15:09:17Z","USA:MN",,"2010-06-09"
"Salmonella enterica","porcine","animal","2015-02-11T15:09:18Z","USA:MN",,"2009-04-21"
"Salmonella enterica","porcine","animal","2015-02-11T15:09:18Z","USA:MN",,"2009-09-03"
"Salmonella enterica","Sus scrofa","animal","2015-02-11T15:09:19Z","USA:MN",,"2008-04-08"
"Salmonella enterica","porcine","animal","2015-02-11T15:09:19Z","USA:MN",,"2008-06-18"
"Salmonella enterica","porcine","animal","2015-02-11T15:09:20Z","USA:MN",,"2008-11-20"
"Salmonella enterica","porcine","animal","2015-02-11T15:09:20Z","USA:MN",,"2008-09-25"
"Salmonella enterica","porcine","animal","2015-02-11T15:09:19Z","USA:MN",,"2008-12-31"
"Salmonella enterica","porcine","animal","2015-02-11T15:09:20Z","USA:MN",,"2008-11-11"
"Salmonella enterica","porcine","animal","2015-02-11T15:09:20Z","USA:MN",,"2008-11-11"
"Salmonella enterica","porcine","animal","2015-02-11T15:09:20Z","USA:MN",,"2009-01-15"
"Salmonella enterica","porcine","animal","2015-02-11T15:09:19Z","USA:MN",,"2008-03-17"
"Salmonella enterica","porcine","animal","2015-02-11T15:09:21Z","USA:MN",,"2008-06-05"
"Salmonella enterica","porcine","animal","2015-02-11T15:09:21Z","USA:MN",,"2008-08-25"
"Salmonella enterica","porcine","animal","2015-02-11T15:09:21Z","USA:MN",,"2008-12-03"
"Salmonella enterica","porcine","animal","2015-02-11T15:09:21Z","USA:MN",,"2008-12-23"
"Salmonella enterica","porcine","animal","2015-02-11T15:09:20Z","USA:MN",,"2008-12-30"
"Salmonella enterica","porcine","animal","2015-02-11T15:09:21Z","USA:MN",,"2009-04-01"
"Salmonella enterica","porcine","animal","2015-02-11T15:09:21Z","USA:MN",,"2008-09-25"
"Salmonella enterica","porcine","animal","2015-02-11T15:09:21Z","USA:MN",,"2008-11-19"
"Salmonella enterica","porcine","animal","2015-02-11T14:09:19Z","USA:MN",,"2008-02-05"
"Salmonella enterica","porcine","animal","2015-02-11T14:09:19Z","USA:MN",,"2008-01-16"
"Salmonella enterica","porcine","animal","2015-02-11T14:09:19Z","USA:MN",,"2008-02-20"
"Salmonella enterica","porcine","animal","2015-02-11T14:09:20Z","USA:MN",,"2008-03-18"
"Salmonella enterica","porcine","animal","2015-02-11T14:09:20Z","USA:MN",,"2008-03-28"
"Salmonella enterica","porcine","animal","2015-02-11T14:09:19Z","USA:MN",,"2008-02-01"
"Salmonella enterica","Sus scrofa","animal","2015-02-11T14:09:20Z","USA:MN",,"2008-04-23"
"Salmonella enterica","porcine","animal","2015-02-11T14:09:19Z","USA:MN",,"2011-10-26"
"Salmonella enterica","porcine","animal","2015-02-11T14:09:19Z","USA:MN",,"2012-01-12"
"Salmonella enterica","porcine","animal","2015-02-11T14:09:20Z","USA:MN",,"2012-03-21"
"Salmonella enterica","porcine","animal","2015-02-11T14:09:19Z","USA:MN",,"2012-03-21"
"Salmonella enterica","porcine","animal","2015-02-11T14:09:21Z","USA:MN",,"2011-03-25"
"Salmonella enterica","porcine","animal","2015-02-11T14:09:23Z","USA:MN",,"2007-10-30"
"Salmonella enterica","porcine","animal","2015-02-11T14:09:23Z","USA:MN",,"2007-11-29"
"Salmonella enterica","porcine","animal","2015-02-11T14:09:23Z","USA:MN",,"2007-12-14"
"Salmonella enterica","porcine","animal","2015-02-11T14:09:24Z","USA:MN",,"2007-06-15"
"Salmonella enterica","porcine","animal","2015-02-11T14:09:24Z","USA:MN",,"2007-09-04"
"Salmonella enterica","porcine","animal","2015-02-11T14:09:24Z","USA:MN",,"2007-10-04"
"Salmonella enterica","porcine","animal","2015-02-11T14:09:24Z","USA:MN",,"2007-12-11"
"Salmonella enterica","porcine","animal","2015-02-11T13:09:23Z","USA:MN",,"2007-11-15"
"Salmonella enterica","porcine","animal","2015-02-11T03:08:35Z","USA:MN",,"2008-01-03"
"Salmonella enterica","porcine","animal","2015-02-11T13:09:23Z","USA:MN",,"2008-01-29"
"Salmonella enterica","porcine","animal","2015-02-11T13:09:24Z","USA:MN",,"2008-01-22"
"Salmonella enterica","porcine","animal","2015-02-11T13:09:23Z","USA:MN",,"2008-03-13"
"Salmonella enterica","porcine","animal","2015-02-11T03:08:35Z","USA:MN",,"2008-03-20"
"Salmonella enterica","porcine","animal","2015-02-11T02:07:37Z","USA:MN",,"2007-05-01"
"Salmonella enterica","porcine","animal","2015-02-11T03:08:36Z","USA:MN",,"2007-06-01"
"Salmonella enterica","porcine","animal","2015-02-11T02:07:37Z","USA:MN",,"2007-07-25"
"Salmonella enterica","porcine","animal","2015-02-11T02:07:37Z","USA:MN",,"2007-11-16"
"Salmonella enterica","porcine","animal","2015-02-11T02:07:37Z","USA:MN",,
"Salmonella enterica","porcine","animal","2015-02-11T01:08:58Z","USA:MN",,"2007-05-16"
"Salmonella enterica","porcine","animal","2015-02-11T01:08:59Z","USA:MN",,"2007-05-03"
"Salmonella enterica","porcine","animal","2015-02-11T01:08:59Z","USA:MN",,"2007-06-22"
"Salmonella enterica","porcine",,"2012-03-15T13:51:00Z",,,
"Salmonella enterica","Sus scrofa domesticus","animal","2017-10-23T16:31:06Z",,,
"Salmonella enterica","Sus scrofa domesticus","animal","2013-10-18T15:19:06Z",,,
"Salmonella enterica","Sus scrofa domesticus","animal","2014-03-27T22:01:48Z","USA: MD",,"1987"
"Salmonella enterica","porcine","animal","2015-02-11T00:08:08Z","USA:VA",,"2006-06-09"
"Salmonella enterica","porcine","animal","2015-02-11T00:08:12Z","USA:MN",,"2006-10-31"
"Salmonella enterica","porcine","animal","2015-02-11T00:08:11Z","USA:MN",,"2007-01-09"
"Salmonella enterica","porcine","animal","2015-02-11T00:08:11Z","USA:MN",,"2007-01-15"
"Salmonella enterica","porcine","animal","2015-02-11T00:08:11Z","USA:MN",,"2007-01-15"
"Salmonella enterica","porcine","animal","2015-02-11T00:08:12Z","USA:MN",,"2007-02-02"
"Salmonella enterica","porcine","animal","2015-02-11T00:08:11Z","USA:MN",,"2007-02-20"
"Salmonella enterica","porcine","animal","2015-02-11T00:08:12Z","USA:MN",,"2007-03-20"
"Salmonella enterica","porcine","animal","2015-02-11T00:08:12Z","USA:MN",,"2007-03-27"
"Salmonella enterica","porcine","animal","2015-02-11T00:08:11Z","USA:MN",,"2007-04-16"
"Salmonella enterica","porcine","animal","2015-02-11T00:08:13Z","USA:MN",,"2006-10-17"
"Salmonella enterica","porcine","animal","2015-02-11T00:08:12Z","USA:MN",,"2006-09-13"
"Salmonella enterica","porcine","animal","2015-02-11T00:08:14Z","USA:MN",,"2006-09-06"
"Salmonella enterica","porcine","animal","2015-02-10T23:09:38Z","USA:MN",,"2005-10-11"
"Salmonella enterica","porcine","animal","2015-02-11T00:08:14Z","USA:MN",,"2006-05-04"
"Salmonella enterica","porcine","animal","2015-02-11T00:08:14Z","USA:MN",,"2006-06-14"
"Salmonella enterica","porcine","animal","2015-02-11T00:08:15Z","USA:MN",,"2006-06-30"
"Salmonella enterica","porcine","animal","2015-02-10T23:09:41Z","USA:MN",,"2005-10-28"
"Salmonella enterica","porcine","animal","2015-02-10T23:09:42Z","USA:MN",,"2005-10-27"
"Salmonella enterica","porcine","animal","2015-02-10T23:09:43Z","USA:IL",,"2003-10-22"
"Salmonella enterica","porcine","animal","2015-02-10T23:09:42Z","USA:NC",,"2003-10-22"
"Salmonella enterica","porcine","animal","2015-02-10T23:09:42Z","USA:MN",,"2003-10-23"
"Salmonella enterica","porcine","animal","2015-02-10T23:09:43Z","USA:IL",,"2003-10-24"
"Salmonella enterica","porcine","animal","2015-02-10T23:09:44Z","USA:MN",,"2008-04-03"
"Salmonella enterica","porcine","animal","2015-02-10T23:09:45Z","USA:MN",,"2008-04-22"
"Salmonella enterica","porcine","animal","2015-02-10T23:09:44Z","USA:MN",,"2008-05-09"
"Salmonella enterica","porcine","animal","2015-02-10T23:09:45Z","USA:MN",,"2008-06-05"
"Salmonella enterica","porcine","animal","2015-02-10T23:09:44Z","USA:MN",,"2008-06-11"
"Salmonella enterica","porcine","animal","2015-02-10T23:09:45Z","USA:MN",,"2008-11-20"
"Salmonella enterica","porcine","animal","2015-02-10T23:09:45Z","USA:MN",,"2008-12-09"
"Salmonella enterica","porcine","animal","2015-02-10T23:09:44Z","USA:MN",,"2008-12-31"
"Salmonella enterica","porcine","animal","2015-02-10T23:09:45Z","USA:MN",,"2008-10-15"
"Salmonella enterica","porcine","animal","2015-02-10T23:09:44Z","USA:MN",,"2008-12-02"
"Salmonella enterica","porcine","animal","2015-02-10T23:09:45Z","USA:MN",,"2009-03-09"
"Salmonella enterica","porcine","animal","2015-02-10T23:09:44Z","USA:MN",,"2009-03-26"
"Salmonella enterica","porcine","animal","2015-02-10T23:09:44Z","USA:MN",,"2009-04-08"
"Salmonella enterica","porcine","animal","2015-02-10T23:09:44Z","USA:MN",,"2009-08-11"
"Salmonella enterica","porcine","animal","2015-02-10T23:09:43Z","USA:MN",,"2009-08-24"
"Salmonella enterica","porcine","animal","2015-02-10T23:09:45Z","USA:MN",,"2009-09-10"
"Salmonella enterica","porcine","animal","2018-06-26T21:06:49Z","USA:MN",,"2009-10-09"
"Salmonella enterica","porcine","animal","2015-02-10T23:09:44Z","USA:MN",,"2010-03-04"
"Salmonella enterica","porcine","animal","2015-02-10T23:09:45Z","USA:MN",,"2010-04-09"
"Salmonella enterica","porcine","animal","2018-06-26T21:06:49Z","USA:MN",,"2010-05-05"
"Salmonella enterica","porcine","animal","2015-02-10T23:09:43Z","USA:MN",,"2010-05-27"
"Salmonella enterica","porcine","animal","2015-02-10T23:09:44Z","USA:MN",,"2010-09-08"
"Salmonella enterica","porcine","animal","2015-02-10T23:09:45Z","USA:MN",,"2010-10-20"
"Salmonella enterica","porcine","animal","2015-02-10T23:09:43Z","USA:MN",,"2010-12-15"
"Salmonella enterica","porcine","animal","2015-02-10T23:09:45Z","USA:MN",,"2011-01-18"
"Salmonella enterica","porcine","animal","2015-02-10T23:09:45Z","USA:MN",,"2011-02-24"
"Salmonella enterica","porcine","animal","2015-02-10T23:09:44Z","USA:MN",,"2011-02-24"
"Salmonella enterica","porcine","animal","2015-02-10T23:09:44Z","USA:MN",,"2012-10-16"
"Salmonella enterica","porcine","animal","2015-02-10T23:09:44Z","USA:MN",,"2012-10-17"
"Salmonella enterica","porcine","animal","2015-02-10T23:09:45Z","USA:MN",,"2010-10-28"
"Salmonella enterica","porcine","animal","2015-02-10T23:09:46Z","USA:NC",,"2003-10-09"
"Salmonella enterica","porcine","animal","2015-02-10T23:09:46Z","USA:MN",,"2003-10-09"
"Salmonella enterica","porcine","animal","2015-02-10T23:09:45Z","USA:MN",,"2003-10-15"
"Salmonella enterica","porcine","animal","2015-02-10T23:09:45Z","USA:MN",,"2003-10-16"
"Salmonella enterica","porcine","animal","2015-02-10T23:09:45Z","USA:NC",,"2003-10-20"
"Salmonella enterica","porcine","animal","2015-02-10T23:09:45Z","USA:NC",,"2003-10-20"
"Salmonella enterica","porcine","animal","2015-02-10T23:09:48Z","USA:AR",,"2003-10-02"
"Salmonella enterica","porcine","animal","2015-02-10T23:09:48Z","USA:MN",,"2003-10-02"
"Salmonella enterica","porcine","animal","2015-02-10T23:09:46Z","USA:MN",,"2003-10-02"
"Salmonella enterica","porcine","animal","2015-02-10T23:09:47Z","USA:NC",,"2003-10-03"
"Salmonella enterica","porcine","animal","2015-02-10T23:09:47Z","USA:CO",,"2003-10-08"
"Salmonella enterica","porcine","animal","2015-02-10T23:09:48Z","USA:NC",,"2003-10-08"
"Salmonella enterica","porcine","animal","2015-02-10T23:09:49Z","USA:MO",,"2003-09-16"
"Salmonella enterica","porcine","animal","2015-02-10T23:09:49Z","USA:MN",,"2003-09-19"
"Salmonella enterica","porcine","animal","2015-02-10T23:09:49Z","USA:MN",,"2003-09-22"
"Salmonella enterica","porcine","animal","2015-02-10T23:09:50Z","USA:NC",,"2003-09-24"
"Salmonella enterica","porcine","animal","2015-02-10T23:09:49Z","USA:MN",,"2003-09-25"
"Salmonella enterica","porcine","animal","2015-02-10T23:09:49Z","USA:NC",,"2003-09-24"
"Salmonella enterica","porcine","animal","2015-02-10T23:09:49Z","USA:MN",,"2003-09-26"
"Salmonella enterica","porcine","animal","2015-02-10T23:09:50Z","USA:NC",,"2003-09-10"
"Salmonella enterica","porcine","animal","2015-02-10T23:09:50Z","USA:NC",,"2003-09-12"
"Salmonella enterica","porcine","animal","2015-02-10T23:09:50Z","USA:MN",,"2003-09-12"
"Salmonella enterica","porcine","animal","2015-10-09T18:17:18Z","USA:MN",,"2003-08-19"
"Salmonella enterica","porcine","animal","2015-10-09T18:17:18Z","USA:NC",,"2003-08-18"
"Salmonella enterica","porcine","animal","2015-02-10T23:09:50Z","USA:MN",,"2003-09-17"
"Salmonella enterica","porcine","animal","2015-02-10T23:09:51Z","USA:WA","USA:WA","2006-11-08"
"Salmonella enterica","porcine","animal","2016-09-08T22:24:55Z","USA:WA","USA:WA","2006-11-08"
"Salmonella enterica","porcine","animal","2015-02-10T23:09:51Z","USA:WA","USA:WA","2006-11-08"
"Salmonella enterica","porcine","animal","2015-02-10T23:09:53Z","USA:MN",,"2003-09-10"
"Salmonella enterica","porcine","animal","2015-02-10T23:09:53Z","USA:MN",,"2003-08-22"
"Salmonella enterica","porcine","animal","2015-02-10T23:09:53Z","USA:MN",,"2003-09-09"
"Salmonella enterica","porcine","animal","2015-02-10T23:09:53Z","USA:MN",,"2003-08-20"
"Salmonella enterica","porcine","animal","2015-02-10T23:09:54Z","USA:CA",,"2003-09-09"
"Salmonella enterica","porcine","animal","2015-02-10T23:09:54Z","USA:NC",,"2003-08-27"
"Salmonella enterica","porcine","animal","2015-02-10T23:09:54Z","USA:MN",,"2003-09-08"
"Salmonella enterica","porcine","animal","2015-02-10T23:09:54Z","USA:MN",,"2003-08-27"
"Salmonella enterica","porcine","animal","2015-02-10T23:09:54Z","USA:MN",,"2003-09-11"
"Salmonella enterica","porcine","animal","2015-02-10T23:09:54Z","USA:MN",,"2003-08-13"
"Salmonella enterica","porcine","animal","2015-02-10T23:09:55Z","USA:MN",,"2003-08-25"
"Salmonella enterica","porcine","animal","2015-02-10T23:09:55Z","USA:MN",,"2003-09-04"
"Salmonella enterica","porcine","animal","2015-02-10T23:09:55Z","USA:MN",,"2003-09-10"
"Salmonella enterica","porcine","animal","2015-02-10T23:09:55Z","USA:MN",,"2003-08-19"
"Salmonella enterica","porcine","animal","2015-02-10T23:09:56Z","USA:MN",,"2003-08-20"
"Salmonella enterica","porcine","animal","2015-02-10T23:09:56Z","USA:MN",,"2003-09-09"
"Salmonella enterica","porcine","animal","2015-02-10T23:09:56Z","USA:MN",,"2003-09-05"
"Salmonella enterica","porcine","animal","2015-02-10T23:09:59Z","USA:WA","USA:WA","2007-01-09"
"Salmonella enterica","porcine","animal","2014-06-02T21:04:20Z","USA:WA","USA:WA","2007-01-09"
"Salmonella enterica","porcine","animal","2015-02-10T23:10:01Z","USA:NC",,"2011-08-16"
"Salmonella enterica","porcine","animal","2015-02-10T23:10:01Z","USA:NC",,"2011-08-30"
"Salmonella enterica","porcine","animal","2015-02-10T21:09:56Z",,,"2001"
"Salmonella enterica","porcine","animal","2015-02-10T21:09:55Z",,,"2001"
"Salmonella enterica","porcine","animal","2015-02-10T21:09:57Z","USA:MN",,"2011-10-14"
"Salmonella enterica","porcine","animal","2015-02-10T21:09:56Z","USA:MN",,"2011-06-16"
"Salmonella enterica","porcine","animal","2015-02-10T21:09:56Z","USA:MN",,"2012-05-09"
"Salmonella enterica","porcine","animal","2015-02-10T21:09:57Z",,,"2001"
"Salmonella enterica","porcine","animal","2015-02-10T21:09:58Z","USA:MN",,"2011-09-29"
"Salmonella enterica","porcine","animal","2015-02-10T21:09:58Z","USA:MN",,"2012-04-18"
"Salmonella enterica","porcine","animal","2015-02-10T21:09:58Z","USA:MN",,"2012-04-18"
"Salmonella enterica","porcine","animal","2015-02-10T21:09:58Z","USA:MN",,"2012-04-13"
"Salmonella enterica","porcine","animal","2015-02-10T21:10:00Z","USA:MN",,"2001-11-27"
