#Organism group,Host,Source type,Create date,Location,Food origin,Collection date
"Salmonella enterica","Gallus gallus","food","2015-12-17T20:24:37Z",,,"2010"
"Salmonella enterica","Gallus gallus",,"2015-12-17T20:24:37Z",,,"2010"
"Salmonella enterica","Gallus gallus domesticus","animal","2015-02-11T17:10:05Z","USA","Not Provided","2012-09-07"
"Salmonella enterica","Gallus gallus domesticus","animal","2015-02-11T17:10:05Z","USA","Not Provided","2012-11-13"
"Salmonella enterica","Gallus gallus domesticus","animal","2015-02-11T17:10:05Z","USA","Not Provided","2012-11-13"
"Salmonella enterica","Gallus gallus domesticus","animal","2015-02-11T17:10:05Z","USA","Not Provided","2013-01-22"
"Salmonella enterica","Gallus gallus domesticus","animal","2015-02-11T17:10:05Z","USA","Not Provided","2013-01-28"
"Salmonella enterica","Gallus gallus domesticus","animal","2015-02-11T17:10:05Z","USA","USA:WA","2012-03-05"
"Salmonella enterica","Gallus gallus domesticus","animal","2015-02-11T17:10:05Z","USA","USA:WA","2012-03-26"
"Salmonella enterica","Gallus gallus domesticus","animal","2015-02-11T17:10:05Z","USA","USA:WA","2012-03-28"
"Salmonella enterica","Gallus gallus domesticus","animal","2015-02-11T17:10:05Z","USA","USA:WA","2012-03-31"
"Salmonella enterica","Gallus gallus domesticus","animal","2015-02-11T17:10:05Z","USA","USA:WA","2011-11-07"
"Salmonella enterica","Gallus gallus domesticus","animal","2015-02-11T17:10:05Z","USA","USA:WA","2011-11-14"
"Salmonella enterica","Gallus gallus domesticus","animal","2015-02-11T17:10:05Z","USA","USA:WA","2011-12-12"
"Salmonella enterica","Gallus gallus domesticus","animal","2015-02-11T17:10:05Z","USA","USA:WA","2011-12-12"
"Salmonella enterica","Gallus gallus domesticus","animal","2015-02-11T17:10:05Z","USA","USA:WA","2011-12-31"
"Salmonella enterica","Gallus gallus domesticus","animal","2015-02-11T17:10:06Z","USA","USA:OR","2005-06-01"
"Salmonella enterica","Gallus gallus domesticus","animal","2015-02-11T17:10:06Z","USA","USA:WA","2012-02-25"
"Salmonella enterica","Gallus gallus domesticus","animal","2015-02-11T17:10:06Z","USA","USA:WA","2012-03-05"
"Salmonella enterica","Gallus gallus domesticus","animal","2015-02-11T17:10:06Z","USA","USA:WA","2012-03-19"
"Salmonella enterica","Gallus gallus domesticus","animal","2015-02-11T17:10:06Z","USA","USA:WA","2012-03-19"
"Salmonella enterica","Gallus gallus domesticus","animal","2015-02-11T17:10:06Z","USA","USA:WA","2012-03-26"
"Salmonella enterica","Gallus gallus domesticus","animal","2015-02-11T17:10:06Z","USA","USA:WA","2012-03-26"
"Salmonella enterica","Gallus gallus domesticus","animal","2015-02-11T17:10:06Z","USA","USA:WA","2012-04-04"
"Salmonella enterica","Gallus gallus domesticus","animal","2015-02-11T17:10:06Z","USA","USA:WA","2012-04-09"
"Salmonella enterica","Gallus gallus domesticus","animal","2015-02-11T17:10:06Z","USA","USA:WA","2012-04-11"
"Salmonella enterica","Gallus gallus domesticus","animal","2015-02-11T17:10:06Z","USA","USA:WA","2012-04-18"
"Salmonella enterica","Gallus gallus domesticus","animal","2015-02-11T17:10:06Z","USA","USA:WA","2012-04-18"
"Salmonella enterica","Gallus gallus domesticus","animal","2015-02-11T17:10:06Z","USA","USA:WA","2011-11-03"
"Salmonella enterica","Gallus gallus domesticus","animal","2015-02-11T17:10:06Z","USA","USA:WA","2011-11-14"
"Salmonella enterica","Gallus gallus domesticus","animal","2015-02-11T17:10:06Z","USA","USA:WA","2011-11-20"
"Salmonella enterica","Gallus gallus domesticus","animal","2015-02-11T17:10:06Z","USA","USA:WA","2011-11-26"
"Salmonella enterica","Gallus gallus domesticus","animal","2015-02-11T17:10:06Z","USA","USA:WA","2011-12-31"
"Salmonella enterica","Gallus gallus",,"2015-12-11T19:21:37Z","USA:CA",,"2010"
"Salmonella enterica","Gallus gallus",,"2015-12-11T19:21:36Z","USA:NY",,"2011"
"Salmonella enterica","Gallus gallus",,"2015-12-15T19:21:06Z",,,"2005"
"Salmonella enterica","Gallus gallus","animal","2015-12-15T19:21:06Z",,,"1998"
"Salmonella enterica","Gallus gallus","animal","2015-12-15T19:21:06Z",,,"2000"
"Salmonella enterica","Gallus gallus","animal","2015-12-15T19:21:06Z",,,"1999"
"Salmonella enterica","Gallus gallus","food","2015-12-15T19:21:06Z",,,"2010"
"Salmonella enterica","Gallus gallus","food","2015-12-15T19:21:06Z",,,"2007"
"Salmonella enterica","Gallus gallus",,"2015-12-15T19:21:06Z",,,"2010"
"Salmonella enterica","Gallus gallus",,"2015-12-15T19:21:06Z",,,"2005"
"Salmonella enterica","Gallus gallus",,"2015-12-15T19:21:06Z",,,"2004"
"Salmonella enterica","Gallus gallus","food","2015-12-15T19:21:06Z",,,"2002"
"Salmonella enterica","Gallus gallus",,"2015-12-12T01:22:11Z","USA:PA",,"1987"
"Salmonella enterica","Gallus gallus",,"2015-12-12T11:23:10Z","USA:CO",,"2010"
"Salmonella enterica","Gallus gallus",,"2015-12-12T09:21:24Z","USA:OR",,"2010"
"Salmonella enterica","Gallus gallus",,"2015-12-12T14:21:14Z",,,"2007"
"Salmonella enterica","Gallus gallus","food","2015-12-12T14:21:14Z",,,"2002"
"Salmonella enterica","Gallus gallus",,"2015-12-12T15:21:44Z",,,"2001"
"Salmonella enterica","Gallus gallus","food","2015-12-12T05:21:30Z",,,"2002"
"Salmonella enterica","Gallus gallus",,"2015-12-12T15:21:44Z",,,"2005"
"Salmonella enterica","Gallus gallus",,"2015-12-12T05:21:30Z",,,"2006"
"Salmonella enterica","Gallus gallus","food","2015-12-12T16:20:59Z",,,"2006"
"Salmonella enterica","Gallus gallus","food","2015-12-12T05:21:30Z",,,"2007"
"Salmonella enterica","Gallus gallus","food","2015-12-12T15:21:44Z",,,"2007"
"Salmonella enterica","Gallus gallus",,"2015-12-12T05:21:29Z",,,"2003"
"Salmonella enterica","Gallus gallus",,"2015-12-12T15:21:44Z",,,"2003"
"Salmonella enterica","Gallus gallus",,"2015-12-12T13:21:08Z",,,"2009"
"Salmonella enterica","Gallus gallus","food","2015-12-12T16:20:59Z",,,"2009"
"Salmonella enterica","Gallus gallus","food","2015-12-12T16:20:59Z",,,"2004"
"Salmonella enterica","Gallus gallus",,"2015-12-12T14:21:14Z",,,"2005"
"Salmonella enterica","Gallus gallus",,"2015-12-12T13:21:08Z",,,"2009"
"Salmonella enterica","Gallus gallus",,"2015-12-12T05:21:29Z",,,"2009"
"Salmonella enterica","Gallus gallus",,"2015-12-12T14:21:14Z",,,"2010"
"Salmonella enterica","Gallus gallus",,"2015-12-12T05:21:29Z",,,"2010"
"Salmonella enterica","Gallus gallus",,"2015-12-12T13:21:08Z",,,"2010"
"Salmonella enterica","Gallus gallus",,"2015-12-12T15:21:44Z","USA:AL",,"2002"
"Salmonella enterica","Gallus gallus",,"2015-12-12T14:21:14Z","USA:IA",,"2002"
"Salmonella enterica","Gallus gallus",,"2015-12-12T14:21:14Z",,,"2002"
"Salmonella enterica","Gallus gallus",,"2015-12-12T14:21:14Z",,,"2010"
"Salmonella enterica","Gallus gallus",,"2015-12-12T05:21:30Z",,,"2008"
"Salmonella enterica","Gallus gallus","animal","2015-12-12T09:21:25Z",,,"2006"
"Salmonella enterica","Gallus gallus",,"2015-09-14T13:11:12Z",,,"2011"
"Salmonella enterica","Gallus gallus","food","2015-09-14T13:11:12Z",,,"2011"
"Salmonella enterica","Gallus gallus",,"2015-09-14T13:11:12Z",,,"2005"
"Salmonella enterica","Gallus gallus",,"2015-12-12T15:21:44Z",,,"2002"
"Salmonella enterica","Gallus gallus",,"2015-12-12T14:21:14Z",,,"2005"
"Salmonella enterica","Gallus gallus",,"2015-12-12T14:21:14Z",,,"2006"
"Salmonella enterica","Gallus gallus",,"2015-12-12T16:21:00Z",,,"2006"
"Salmonella enterica","Gallus gallus",,"2015-12-12T14:21:14Z",,,"2007"
"Salmonella enterica","Gallus gallus domesticus","animal","2015-02-11T16:10:25Z","USA","USA:WA","2012-04-04"
"Salmonella enterica","Gallus gallus domesticus","animal","2015-02-11T16:10:25Z","USA","USA:WA","2012-04-09"
"Salmonella enterica","Gallus gallus domesticus","animal","2015-02-11T16:10:25Z","USA","USA:WA","2012-04-17"
"Salmonella enterica","Gallus gallus domesticus","animal","2015-02-11T16:10:25Z","USA","USA:WA","2012-04-18"
"Salmonella enterica","Gallus gallus domesticus","animal","2015-02-11T16:10:26Z","USA","USA:WA","2012-01-14"
"Salmonella enterica","Gallus gallus domesticus","animal","2015-02-11T16:10:25Z","USA","USA:WA","2012-01-23"
"Salmonella enterica","Gallus gallus domesticus","animal","2015-02-11T16:10:25Z","USA","USA:WA","2012-01-30"
"Salmonella enterica","Gallus gallus domesticus","animal","2015-02-11T16:10:25Z","USA","USA:WA","2012-02-06"
"Salmonella enterica","Gallus gallus domesticus","animal","2015-02-11T16:10:25Z","USA","USA:WA","2012-02-13"
"Salmonella enterica","Gallus gallus domesticus","animal","2015-02-11T15:09:17Z","USA","USA:WA","2012-02-13"
"Salmonella enterica","Gallus gallus domesticus","animal","2015-02-11T15:09:17Z","USA","USA:WA","2012-02-20"
"Salmonella enterica","Gallus gallus","animal","2015-02-11T14:09:19Z","USA:VA",,"2005-10-04"
"Salmonella enterica","Gallus gallus","animal","2015-02-11T14:09:19Z","USA:VA",,"2005-10-05"
"Salmonella enterica","Gallus gallus","animal","2015-02-11T14:09:19Z","USA:VA",,"2005-10-04"
"Salmonella enterica","Gallus gallus domesticus","animal","2015-02-11T14:09:23Z","USA","USA:WA","2004-06-17"
"Salmonella enterica","Gallus gallus","animal","2015-02-11T14:09:24Z","USA:VA",,"2006-01-06"
"Salmonella enterica","Gallus gallus","animal","2015-02-11T02:07:37Z","USA:VA",,"2005-11-30"
"Salmonella enterica","Gallus gallus","animal","2015-02-11T02:07:37Z","USA:VA",,"2005-12-16"
"Salmonella enterica","Gallus gallus","animal","2015-02-11T03:08:36Z","USA:VA",,"2006-07-25"
"Salmonella enterica","Gallus gallus","animal","2015-02-11T03:08:36Z","USA:VA",,"2005-11-22"
"Salmonella enterica","Gallus gallus","animal","2015-02-11T02:07:37Z","USA:VA",,"2006-02-02"
"Salmonella enterica","Gallus gallus","animal","2015-02-11T03:08:36Z","USA:VA",,"2006-03-01"
"Salmonella enterica","Gallus gallus","animal","2015-02-11T03:08:36Z","USA:VA",,"2006-03-28"
"Salmonella enterica","Gallus gallus","animal","2015-02-11T03:08:36Z","USA:VA",,"2006-01-19"
"Salmonella enterica","Gallus gallus","animal","2015-02-11T02:07:38Z","USA:VA",,"2006-03-07"
"Salmonella enterica","Gallus gallus","animal","2015-02-11T02:07:38Z","USA:VA",,"2006-02-14"
"Salmonella enterica","Gallus gallus","animal","2015-02-11T02:07:38Z","USA:VA",,"2006-02-14"
"Salmonella enterica","chicken","animal","2015-02-11T01:08:55Z","USA:MN",,"2010-03-21"
"Salmonella enterica","chicken","animal","2015-02-11T01:08:55Z","USA:MN",,"2011-06-05"
"Salmonella enterica","Gallus gallus","animal","2015-02-11T01:08:55Z","USA:VA",,"2006-03-03"
"Salmonella enterica","Gallus gallus","animal","2015-02-11T01:08:56Z","USA:VA",,"2005-08-31"
"Salmonella enterica","Gallus gallus","animal","2015-02-11T01:08:56Z","USA:VA",,"2005-09-10"
"Salmonella enterica","Gallus gallus","animal","2015-02-11T01:08:56Z","USA:VA",,"2005-09-10"
"Salmonella enterica","Gallus gallus","animal","2015-02-11T01:08:57Z","USA:VA",,"2005-09-16"
"Salmonella enterica","Gallus gallus","animal","2015-02-11T01:08:57Z","USA:VA",,"2005-09-16"
"Salmonella enterica","Gallus gallus","animal","2015-02-11T01:08:56Z","USA:VA",,"2005-09-16"
"Salmonella enterica","Gallus gallus","animal","2015-02-11T01:08:56Z","USA:VA",,"2005-12-05"
"Salmonella enterica","Gallus gallus","animal","2015-02-11T01:08:56Z","USA:VA",,"2006-06-12"
"Salmonella enterica","Chicken",,"2011-03-23T14:30:00Z","United Kingdom",,"1995"
"Salmonella enterica","Gallus gallus","animal","2017-10-23T16:32:05Z",,,
"Salmonella enterica","Gallus gallus","animal","2012-12-31T21:02:00Z","China",,
"Salmonella enterica","Gallus gallus","animal","2012-12-31T21:18:00Z","China",,
"Salmonella enterica","Gallus gallus","animal","2013-02-01T18:02:00Z","USA:ME",,
"Salmonella enterica","Gallus gallus","animal","2013-02-01T18:03:00Z",,,
"Salmonella enterica","Gallus gallus","animal","2015-02-11T00:08:06Z","USA:VA",,"2005-09-20"
"Salmonella enterica","Gallus gallus","animal","2015-02-11T00:08:06Z","USA:VA",,"2005-10-04"
"Salmonella enterica","Gallus gallus","animal","2015-02-11T00:08:06Z","USA:VA",,"2005-12-16"
"Salmonella enterica","Gallus gallus","animal","2015-02-11T00:08:07Z","USA:VA",,"2005-09-20"
"Salmonella enterica","Gallus gallus","animal","2015-02-11T00:08:07Z","USA:VA",,"2005-10-05"
"Salmonella enterica","Gallus gallus","animal","2015-02-11T00:08:06Z","USA:VA",,"2005-11-02"
"Salmonella enterica","Gallus gallus","animal","2015-02-11T00:08:06Z","USA:VA",,"2006-05-31"
"Salmonella enterica","Gallus gallus","animal","2015-02-11T00:08:08Z","USA:VA",,"2006-05-15"
"Salmonella enterica","chicken","animal","2015-02-11T00:08:14Z","USA:MN",,"2006-09-01"
"Salmonella enterica","chicken","animal","2015-02-10T23:09:43Z","USA:MN",,"2004-03-25"
"Salmonella enterica","Gallus gallus","animal","2015-02-10T23:09:48Z","USA:VA",,"2006-02-21"
"Salmonella enterica","Gallus gallus","animal","2015-02-10T23:10:01Z","USA:NC",,"2011-05-04"
"Salmonella enterica","Gallus gallus","animal","2015-02-10T23:10:01Z","USA:NC",,"2011-05-04"
"Salmonella enterica","chicken","animal","2015-02-10T21:10:04Z","USA:MN",,"2002"
"Salmonella enterica","Gallus gallus","animal","2015-02-10T20:10:46Z","USA:VA",,"2014-04-24"
"Salmonella enterica","Gallus gallus","animal","2015-02-10T20:10:46Z","USA:VA",,"2014-04-25"
"Salmonella enterica","Gallus gallus","food","2015-02-10T19:10:01Z","Belgium",,"2010"
"Salmonella enterica","Gallus gallus","food","2015-02-10T19:10:01Z","Belgium",,"2010"
"Salmonella enterica","Gallus gallus","food","2015-02-10T19:10:02Z","Belgium",,"2009"
"Salmonella enterica","Gallus gallus",,"2014-12-31T18:02:07Z","Hungary",,"2004"
"Salmonella enterica","Gallus gallus",,"2014-12-31T18:02:16Z","Hungary",,"1994"
"Salmonella enterica","Chicken","animal","2015-02-10T18:10:43Z","USA",,"2012-09-27"
"Salmonella enterica","Chicken","animal","2015-02-10T18:10:43Z","USA",,"2003-07-11"
"Salmonella enterica","Gallus gallus",,"2015-07-23T05:10:38Z","Denmark",,"2007"
"Salmonella enterica","Gallus gallus","food","2015-02-10T17:09:48Z","Belgium",,"2012"
"Salmonella enterica","Gallus gallus","food","2015-02-10T17:09:49Z","Belgium",,"2011"
"Salmonella enterica","Gallus gallus","food","2015-02-10T17:09:49Z","Belgium",,"2007"
"Salmonella enterica","Gallus gallus","food","2015-02-10T17:09:49Z","Belgium",,"2012"
"Salmonella enterica","Gallus gallus",,"2015-12-12T14:21:14Z",,,"2001"
"Salmonella enterica","chicken",,"2015-03-16T16:33:10Z","United Kingdom",,"1973"
"Salmonella enterica","Gallus gallus domesticus",,"2015-04-20T14:02:10Z","Canada: British Columbia, Fraser Valley",,"2006-05-16"
"Salmonella enterica","Gallus gallus domesticus",,"2015-04-20T14:02:25Z","Canada: British Columbia, Fraser Valley",,"2005-06-27"
"Salmonella enterica","Gallus gallus domesticus",,"2015-04-20T14:02:16Z","Canada: British Columbia, Fraser Valley",,"2006-05-10"
"Salmonella enterica","Gallus gallus domesticus",,"2015-04-20T14:02:46Z","Canada: British Columbia, Fraser Valley",,"2006-08-02"
"Salmonella enterica","Gallus gallus domesticus",,"2015-04-20T14:03:10Z","Canada: British Columbia, Fraser Valley",,"2004-11-01"
"Salmonella enterica","Gallus gallus domesticus",,"2015-04-20T14:03:03Z","Canada: British Columbia, Fraser Valley",,"2004-11-13"
"Salmonella enterica","Gallus gallus domesticus",,"2015-04-20T14:02:37Z","Canada: British Columbia, Fraser Valley",,"2005-06-28"
"Salmonella enterica","Gallus gallus domesticus",,"2015-04-20T14:03:11Z","Canada: British Columbia, Fraser Valley",,"2004-12-20"
"Salmonella enterica","Gallus gallus domesticus",,"2015-04-20T14:03:15Z","Canada: British Columbia, Fraser Valley",,"2005-06-27"
"Salmonella enterica","Gallus gallus domesticus",,"2015-04-20T14:03:21Z","Canada: British Columbia, Fraser Valley",,"2006-05-09"
"Salmonella enterica","Gallus gallus domesticus",,"2015-04-20T14:03:17Z","Canada: British Columbia, Fraser Valley",,"2005-06-28"
"Salmonella enterica","Gallus gallus domesticus",,"2015-04-20T14:03:22Z","Canada: British Columbia, Fraser Valley",,"2006-05-29"
"Salmonella enterica","Gallus gallus domesticus",,"2015-04-20T14:03:26Z","Canada: British Columbia, Fraser Valley",,"2006-07-26"
"Salmonella enterica","Gallus gallus domesticus",,"2015-04-20T14:03:28Z","Canada: British Columbia, Fraser Valley",,"2006-08-10"
"Salmonella enterica","Gallus gallus domesticus",,"2015-04-20T14:03:33Z","Canada: British Columbia, Fraser Valley",,"2005-03-03"
"Salmonella enterica","Gallus gallus domesticus",,"2015-04-20T14:03:34Z","Canada: British Columbia, Fraser Valley",,"2004-12-06"
"Salmonella enterica","Gallus gallus domesticus",,"2015-04-20T14:03:44Z","Canada: British Columbia, Fraser Valley",,"2005-06-28"
"Salmonella enterica","Gallus gallus domesticus",,"2015-04-20T14:03:42Z","Canada: British Columbia, Fraser Valley",,"2005-06-27"
"Salmonella enterica","Gallus gallus domesticus",,"2015-04-20T14:03:48Z","Canada: British Columbia, Fraser Valley",,"2006-06-26"
"Salmonella enterica","Gallus gallus domesticus",,"2015-04-20T14:03:50Z","Canada: British Columbia, Fraser Valley",,"2006-06-27"
"Salmonella enterica","Gallus gallus domesticus",,"2015-04-20T14:03:53Z","Canada: British Columbia, Fraser Valley",,"2006-06-28"
"Salmonella enterica","Gallus gallus domesticus",,"2015-04-20T14:04:04Z","Canada: British Columbia, Fraser Valley",,"2004-10-24"
"Salmonella enterica","Gallus gallus domesticus",,"2015-04-20T14:03:58Z","Canada: British Columbia, Fraser Valley",,"2004-10-04"
"Salmonella enterica","Gallus gallus domesticus",,"2015-04-20T14:04:18Z","Canada: British Columbia, Fraser Valley",,"2004-12-06"
"Salmonella enterica","Gallus gallus domesticus",,"2015-04-20T14:04:05Z","Canada: British Columbia, Fraser Valley",,"2004-10-04"
"Salmonella enterica","Gallus gallus","animal","2018-06-26T23:03:27Z","USA","Nigeria","2014-09-12"
"Salmonella enterica","Gallus gallus","animal","2018-06-27T01:01:29Z","USA","Nigeria","2014-09-12"
"Salmonella enterica","Gallus gallus","animal","2018-06-27T01:01:29Z","USA","Nigeria","2014-09-12"
"Salmonella enterica","Gallus gallus","animal","2018-06-26T23:03:27Z","USA","Nigeria","2014-09-12"
"Salmonella enterica","Gallus gallus","animal","2018-06-27T01:01:29Z","USA","Nigeria","2014-09-12"
"Salmonella enterica","Gallus gallus","animal","2018-06-26T23:03:27Z","USA","Nigeria","2014-09-12"
"Salmonella enterica","Gallus gallus","animal","2018-06-26T23:03:27Z","USA","Nigeria","2014-09-12"
"Salmonella enterica","Gallus gallus","animal","2018-06-27T01:01:30Z","USA","Nigeria","2014-09-12"
"Salmonella enterica","Gallus gallus","animal","2018-06-26T23:03:28Z","USA","Nigeria","2014-09-12"
"Salmonella enterica","Gallus gallus","animal","2018-06-27T01:01:31Z","USA","Nigeria","2014-09-12"
"Salmonella enterica","Gallus gallus","animal","2018-06-27T01:01:31Z","USA","Nigeria","2014-09-12"
"Salmonella enterica","Gallus gallus","animal","2015-07-06T13:16:27Z","USA","Nigeria","2014-09-12"
"Salmonella enterica","Gallus gallus","animal","2015-07-06T13:16:27Z","USA","Nigeria","2014-09-12"
"Salmonella enterica","Gallus gallus","animal","2015-07-06T13:16:27Z","USA","Nigeria","2014-09-12"
"Salmonella enterica","Gallus gallus","animal","2015-07-06T13:16:27Z","USA","Nigeria","2014-09-12"
"Salmonella enterica","Gallus gallus","animal","2015-07-06T13:16:28Z","USA","Nigeria","2014-09-12"
"Salmonella enterica","Gallus gallus","animal","2015-07-06T13:16:28Z","USA","Nigeria","2014-09-12"
"Salmonella enterica","Gallus gallus","animal","2015-07-06T13:16:28Z","USA","Nigeria","2014-09-12"
"Salmonella enterica","Gallus gallus","animal","2015-07-06T13:16:28Z","USA","Nigeria","2014-09-12"
"Salmonella enterica","Gallus gallus","animal","2015-07-06T13:16:28Z","USA","Nigeria","2014-09-12"
"Salmonella enterica","Gallus gallus","animal","2015-07-06T13:16:28Z","USA","Nigeria","2014-09-12"
"Salmonella enterica","Gallus gallus","animal","2015-07-06T13:16:28Z","USA","Nigeria","2014-09-12"
"Salmonella enterica","Gallus gallus","animal","2015-07-11T00:17:34Z","USA","USA:MN","2014-12-22"
"Salmonella enterica","Gallus gallus","animal","2015-07-15T16:13:14Z","USA","Nigeria","2014-09-12"
"Salmonella enterica","Gallus gallus","animal","2015-07-15T16:13:14Z","USA","Nigeria","2014-09-12"
